date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:25	7862/7862	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2008:26:25%20GMT	https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/definitionman.com/07433-dog-care-07433/index6625.html	(from )
16:26:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202024%2008:26:25%20GMT	https://definitionman.com/robots.txt		(from )
16:26:26	15406/15406	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22e64044af8f24533f9320802deb0045cc%22	https://definitionman.com/07433-dog-care-07433/images/favicon.ico	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/definitionman.com/07433-dog-care-07433/images/favicon.ico	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:26	3095/3095	---MCZ	200	added ('OK')	text/css	etag:W/%2243145b1f839ee0f847093c07f55ca6bc%22	https://definitionman.com/07433-dog-care-07433/css/countdown.css	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/definitionman.com/07433-dog-care-07433/css/countdown.css	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:26	194901/194901	---M-Z	200	added ('OK')	text/css	etag:W/%222f955-d5HdHzFzoNYsw5wh0q1x/I2tDnI%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:26	2081/2081	---MCZ	200	added ('OK')	text/css	etag:W/%22f2d8c093563abd6d70d37d1fd7c012e8%22	https://definitionman.com/07433-dog-care-07433/css/animation.css	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/definitionman.com/07433-dog-care-07433/css/animation.css	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:26	3861/3861	---MCZ	200	added ('OK')	text/css	etag:W/%222fd7f1b064be69d3c661228f7414d765%22	https://definitionman.com/07433-dog-care-07433/css/style.css	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/definitionman.com/07433-dog-care-07433/css/style.css	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:28	415/415	---M-Z	200	added ('OK')	application/javascript	etag:%2219f-5f5bdadc8ffb5-gzip%22	https://zenacentre.com/backbutton/bp9myc/rolfix.js	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/zenacentre.com/backbutton/bp9myc/rolfix.js	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:28	231/231	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2012%20Jun%202024%2008:26:28%20GMT	https://stransensilions.com/d/b25f21fe-f1f9-4c00-bc9f-59e4517aef64.js	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/stransensilions.com/d/b25f21fe-f1f9-4c00-bc9f-59e4517aef64.6.delayed	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
16:26:28	4356/4356	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Jun%202024%2008:26:28%20GMT	https://stransensilions.com/d/b25f21fe-f1f9-4c00-bc9f-59e4517aef64.js?noscript=true&lpurl=	C:/Users/User/Pictures/landing%20page%20x/landing%20page%20x/stransensilions.com/d/b25f21fe-f1f9-4c00-bc9f-59e4517aef64d349.js	(from https://definitionman.com/07433-dog-care-07433/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=480907314393862&cpid=b25f21fe-f1f9-4c00-bc9f-59e4517aef64&lpid=9455ceb5-6e4d-480c-b629-7dbeab0d2989)
